episode_id,timestamp,day_of_week,month,latitude,longitude,area_type,weather,rainfall_mm,temperature,festival_active,construction_active,peak_hour,event_type,severity,primary_cause,secondary_cause,tertiary_cause,citizens_affected,avg_delay_minutes,response_time_minutes,intervention,personnel_deployed,resolution_time,outcome_score,retrieval_count,importance_score,confidence_score
EP_2465,2025-08-08 12:00:00,Friday,8,18.979486878118916,72.9269067669722,Residential,Light Rain,14,26,False,False,False,Road Damage,Medium,,,,3546,77,24,Road Closure,21,93,0.42,0,0.34,0.51
EP_2466,2024-08-07 01:00:00,Wednesday,8,19.159522019987048,72.83212876374117,Commercial,Clear,3,23,False,False,False,Flooding,High,,,,2129,110,64,Additional Personnel,6,167,0.71,0,0.94,0.54
EP_2467,2025-06-11 22:00:00,Wednesday,6,19.075909789451448,72.88847308301541,Industrial,Heavy Rain,59,29,False,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,,4663,6,26,Emergency Crew Dispatch,19,109,0.65,0,0.91,0.46
EP_2468,2025-01-06 12:00:00,Monday,1,19.055589369746873,72.94306048435686,Residential,Light Rain,6,32,False,False,False,Crowd Overflow,High,,,,2748,98,16,Additional Personnel,25,267,0.8,0,0.32,0.59
EP_2469,2025-02-02 21:00:00,Sunday,2,18.991607670902955,72.81999813444509,Industrial,Clear,20,25,False,False,False,Crowd Overflow,Medium,,,,3462,77,86,Public Alert,22,143,0.93,0,0.98,0.89
EP_2470,2025-05-04 15:00:00,Sunday,5,19.062412538216524,72.86659511686632,Commercial,Cloudy,14,24,False,False,False,Fire Incident,High,,,,4886,11,65,Water Pump Deployment,37,18,0.6,0,0.64,0.75
EP_2471,2025-01-25 15:00:00,Saturday,1,19.138785894095168,72.97755895818977,Residential,Clear,4,32,False,False,False,Water Leakage,High,,,,1180,42,52,Water Pump Deployment,8,160,0.54,0,0.85,0.77
EP_2472,2024-02-21 05:00:00,Wednesday,2,19.04092212160457,72.94114120598375,Market Area,Clear,10,20,False,False,False,Fire Incident,Low,,,,3143,73,9,Emergency Crew Dispatch,33,143,0.57,0,0.32,0.54
EP_2473,2024-03-10 15:00:00,Sunday,3,19.114679871277,72.93103485390596,Market Area,Cloudy,3,26,False,False,False,Power Outage,Low,,,,1524,55,83,Public Alert,17,92,0.42,0,0.48,0.95
EP_2474,2025-07-17 08:00:00,Thursday,7,18.98411160500395,72.79227651183825,Transit Hub,Cloudy,5,26,False,False,True,Traffic Congestion,Low,,,,4357,33,47,Road Closure,3,44,0.8,0,0.75,0.96
EP_2475,2025-05-31 04:00:00,Saturday,5,18.968385808939757,72.82944784423789,Commercial,Cloudy,17,38,False,False,False,Power Outage,Low,,,,4901,67,81,Additional Personnel,28,53,0.85,0,0.53,0.95
EP_2476,2024-11-09 05:00:00,Saturday,11,19.136825093426758,72.92403089902774,Industrial,Cloudy,7,30,False,False,False,Water Leakage,Medium,,,,4030,61,76,Traffic Diversion,14,104,0.79,0,0.59,0.57
EP_2477,2024-12-09 09:00:00,Monday,12,18.982634952182973,72.76473223489839,Industrial,Cloudy,8,35,True,False,True,Traffic Congestion,Medium,Festival Crowd,,,1520,96,80,Additional Personnel,36,185,0.56,0,0.82,0.63
EP_2478,2025-03-12 21:00:00,Wednesday,3,18.99711319212979,72.92587323323184,Commercial,Clear,5,22,False,False,False,Road Damage,Low,,,,2813,72,53,Additional Personnel,13,124,0.47,0,0.54,0.98
EP_2479,2024-10-09 20:00:00,Wednesday,10,19.105444985875163,72.93596128499814,Commercial,Clear,14,28,False,False,True,Traffic Congestion,Low,,,,4649,118,63,Water Pump Deployment,26,287,0.53,0,0.88,0.69
EP_2480,2025-09-12 15:00:00,Friday,9,19.13297986664298,72.88270047270828,Commercial,Heavy Rain,53,38,False,False,False,Flooding,Low,Heavy Rain,,,3892,111,9,Water Pump Deployment,12,46,0.86,0,0.78,0.88
EP_2481,2025-08-31 17:00:00,Sunday,8,19.121349531048583,72.94080731643912,Residential,Cloudy,9,26,False,False,True,Traffic Congestion,Low,,,,858,41,41,Water Pump Deployment,18,60,0.69,0,0.31,0.77
EP_2482,2025-12-20 21:00:00,Saturday,12,19.084540480352594,72.97450080220932,Commercial,Clear,1,31,False,False,False,Traffic Congestion,Medium,,,,4213,72,81,Traffic Diversion,27,73,0.46,0,0.68,0.82
EP_2483,2024-12-19 13:00:00,Thursday,12,19.119395349844606,72.9462702616556,Market Area,Cloudy,2,31,False,False,False,Crowd Overflow,High,,,,4870,56,88,Road Closure,18,98,0.5,0,0.49,0.56
EP_2484,2025-09-19 18:00:00,Friday,9,19.185532688983095,72.86604655419629,Market Area,Heavy Rain,126,27,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,1518,103,10,Public Alert,4,286,0.98,0,0.96,0.4
EP_2485,2024-09-24 16:00:00,Tuesday,9,19.143835912286377,72.8321006461381,School Zone,Clear,11,36,False,False,False,Traffic Congestion,Low,,,,510,27,12,Road Closure,31,46,0.67,0,0.83,0.95
EP_2486,2025-06-02 18:00:00,Monday,6,19.178119954030645,72.96105966005683,School Zone,Heavy Rain,144,32,False,False,True,Traffic Congestion,Low,Heavy Rain,,,4228,72,60,No Action,17,157,0.64,0,0.85,0.98
EP_2487,2024-12-05 06:00:00,Thursday,12,19.068628830093953,72.78612160393034,Transit Hub,Light Rain,0,37,True,False,False,Crowd Overflow,High,Festival Crowd,,,3967,48,14,Additional Personnel,40,129,0.77,0,0.31,0.81
EP_2488,2025-05-11 01:00:00,Sunday,5,19.018031979423366,72.99719229669846,School Zone,Light Rain,13,37,False,True,False,Traffic Congestion,Medium,Road Construction,,,4373,53,86,Public Alert,9,290,0.95,0,0.61,0.65
EP_2489,2024-11-08 12:00:00,Friday,11,19.071220040900354,72.97029101786381,School Zone,Light Rain,2,38,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,2658,32,18,No Action,8,171,0.69,0,0.43,0.5
EP_2490,2024-03-24 04:00:00,Sunday,3,19.128738985455474,72.92058320580756,Market Area,Clear,7,20,False,False,False,Traffic Congestion,Medium,,,,3183,22,41,Water Pump Deployment,5,45,0.42,0,0.88,0.55
EP_2491,2024-03-29 03:00:00,Friday,3,19.194919882281134,72.86072441137094,Commercial,Clear,18,28,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,3047,71,73,Emergency Crew Dispatch,4,269,0.44,0,0.38,0.64
EP_2492,2025-04-20 14:00:00,Sunday,4,18.956597069417747,72.94008766607999,School Zone,Cloudy,8,36,False,False,False,Traffic Congestion,Low,,,,185,103,88,Water Pump Deployment,22,234,0.98,0,0.47,0.45
EP_2493,2025-02-24 16:00:00,Monday,2,19.00012255114422,72.94497034546387,Hospital Zone,Clear,8,36,False,False,False,Crowd Overflow,Low,,,,1223,59,55,Water Pump Deployment,4,137,0.49,0,0.4,0.62
EP_2494,2025-01-14 06:00:00,Tuesday,1,19.00709130708207,72.9273631536095,Commercial,Light Rain,19,30,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,2112,52,60,Additional Personnel,36,94,0.8,0,0.99,0.52
EP_2495,2025-07-31 13:00:00,Thursday,7,19.0320311858054,72.86794129359131,Market Area,Clear,16,21,False,True,False,Traffic Congestion,Medium,Road Construction,,,1383,80,57,Traffic Diversion,4,112,0.79,0,0.42,0.68
EP_2496,2025-06-24 23:00:00,Tuesday,6,19.03635668944405,72.97154380372305,Hospital Zone,Heavy Rain,118,38,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,1239,120,39,Additional Personnel,8,259,0.48,0,0.61,0.67
EP_2497,2024-06-15 16:00:00,Saturday,6,19.054041675841713,72.94321785941183,Commercial,Cloudy,20,25,False,False,False,Crowd Overflow,Medium,,,,4849,76,70,Traffic Diversion,25,232,0.88,0,0.4,0.56
EP_2498,2025-08-17 08:00:00,Sunday,8,18.99049936652308,72.98396955667835,Industrial,Light Rain,5,24,False,False,True,Traffic Congestion,High,,,,1324,57,80,Public Alert,34,231,0.41,0,0.51,0.81
EP_2499,2025-02-19 19:00:00,Wednesday,2,19.022955778233868,72.99275280474683,School Zone,Clear,2,34,False,True,True,Traffic Congestion,Low,Road Construction,,,4457,65,52,Traffic Diversion,49,137,0.85,0,0.33,0.86
EP_2500,2024-01-09 02:00:00,Tuesday,1,18.958395253319825,72.96651256656314,Transit Hub,Clear,0,22,False,True,False,Traffic Congestion,Low,Road Construction,,,2119,48,90,Road Closure,50,174,0.88,0,0.6,0.54
EP_2501,2025-07-12 12:00:00,Saturday,7,19.059750134198293,72.95613074869961,Residential,Light Rain,9,31,False,False,False,Road Damage,Medium,,,,830,60,62,Water Pump Deployment,25,50,0.82,0,0.52,0.89
EP_2502,2024-11-21 13:00:00,Thursday,11,19.061722023333868,72.90070135883566,Transit Hub,Clear,5,33,False,False,False,Power Outage,Low,,,,980,67,23,Emergency Crew Dispatch,24,104,0.68,0,0.63,0.91
EP_2503,2024-03-25 07:00:00,Monday,3,18.987089148421777,72.96227719045575,School Zone,Cloudy,3,24,False,False,False,Traffic Congestion,Low,,,,3504,55,63,Additional Personnel,4,271,0.46,0,0.53,0.44
EP_2504,2024-12-21 02:00:00,Saturday,12,19.120114594297288,72.99707121842165,Transit Hub,Heavy Rain,99,20,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,4544,73,27,Emergency Crew Dispatch,39,254,0.75,0,0.91,0.88
EP_2505,2025-06-12 16:00:00,Thursday,6,19.074380155488072,72.79633780899292,Industrial,Clear,2,34,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,4606,32,60,Emergency Crew Dispatch,49,281,0.71,0,0.47,0.67
EP_2506,2025-09-19 14:00:00,Friday,9,18.975931993160806,72.9345557688785,Transit Hub,Clear,2,29,True,False,False,Crowd Overflow,Low,Festival Crowd,,,3807,90,74,Road Closure,28,188,0.42,0,0.92,0.78
EP_2507,2024-10-01 09:00:00,Tuesday,10,19.162716071487797,72.85583585241372,Transit Hub,Cloudy,9,38,False,False,True,Traffic Congestion,Medium,,,,1552,89,15,Emergency Crew Dispatch,44,241,0.93,0,0.93,0.75
EP_2508,2025-10-17 23:00:00,Friday,10,19.082833163610122,72.86592543222258,Commercial,Clear,20,32,False,False,False,Flooding,Medium,,,,887,45,42,Emergency Crew Dispatch,48,140,0.63,0,0.35,0.94
EP_2509,2025-04-15 04:00:00,Tuesday,4,18.989565886894848,72.96207567452925,Market Area,Light Rain,13,31,False,False,False,Road Damage,Low,,,,4213,16,57,Water Pump Deployment,35,51,0.62,0,0.55,0.95
EP_2510,2024-02-04 07:00:00,Sunday,2,19.138678616803084,72.96199752016814,Market Area,Clear,13,33,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,1917,74,66,Road Closure,20,276,0.96,0,0.96,0.89
EP_2511,2024-09-23 19:00:00,Monday,9,19.188083244102785,72.93112268864182,Transit Hub,Clear,12,37,True,True,True,Traffic Congestion,Low,Road Construction,Festival Crowd,,3299,117,66,Water Pump Deployment,48,93,0.5,0,0.86,0.97
EP_2512,2024-07-16 09:00:00,Tuesday,7,18.993150045835637,72.76086466246784,Commercial,Light Rain,8,32,False,False,True,Traffic Congestion,Medium,,,,1678,67,9,Water Pump Deployment,18,194,0.54,0,0.65,0.88
EP_2513,2025-04-12 03:00:00,Saturday,4,19.178509801803305,72.88232460781518,Hospital Zone,Heavy Rain,119,21,True,False,False,Traffic Congestion,Medium,Heavy Rain,Festival Crowd,,634,45,9,Water Pump Deployment,30,118,0.46,0,0.36,0.43
EP_2514,2025-02-17 23:00:00,Monday,2,19.087263692474874,72.93964981994715,Industrial,Clear,5,25,False,False,False,Road Damage,Low,,,,1626,55,8,Additional Personnel,20,95,0.78,0,0.54,0.71
EP_2515,2024-09-24 22:00:00,Tuesday,9,19.180175368844598,72.85925787989545,Hospital Zone,Cloudy,5,31,False,False,False,Crowd Overflow,Low,,,,1529,13,60,Public Alert,43,176,0.54,0,0.68,0.86
EP_2516,2025-10-07 23:00:00,Tuesday,10,19.07775196266567,72.82256323228101,Commercial,Heavy Rain,87,32,False,False,False,Flooding,Medium,Heavy Rain,,,3118,92,20,Traffic Diversion,5,94,0.87,0,1.0,0.49
EP_2517,2025-07-18 21:00:00,Friday,7,19.056752255887183,72.91667434244145,Residential,Clear,19,37,False,False,False,Fire Incident,Medium,,,,4176,57,35,Water Pump Deployment,36,242,0.77,0,0.95,0.86
EP_2518,2024-11-23 10:00:00,Saturday,11,19.09696615225762,72.7708570446024,Transit Hub,Light Rain,14,38,False,False,True,Traffic Congestion,Low,,,,4504,43,18,Emergency Crew Dispatch,24,17,0.81,0,0.79,0.59
EP_2519,2024-02-21 17:00:00,Wednesday,2,19.190920726676058,72.85811425632177,Residential,Heavy Rain,75,28,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,809,28,83,Road Closure,30,115,0.42,0,0.32,0.95
EP_2520,2025-09-07 01:00:00,Sunday,9,19.170598899697083,72.96094122206229,School Zone,Light Rain,10,28,False,False,False,EMS Delay,High,,,,3228,25,38,Additional Personnel,37,45,0.82,0,0.34,0.81
EP_2521,2025-02-16 06:00:00,Sunday,2,19.050804320026973,72.83121150437186,Industrial,Clear,15,36,False,True,False,Traffic Congestion,Low,Road Construction,,,509,32,63,Water Pump Deployment,41,69,0.66,0,0.88,0.9
EP_2522,2025-12-14 11:00:00,Sunday,12,19.182430807919108,72.76454586124918,Hospital Zone,Light Rain,18,31,False,False,False,EMS Delay,Medium,,,,4934,113,26,No Action,15,260,0.75,0,0.99,0.74
EP_2523,2024-03-24 03:00:00,Sunday,3,19.04832594079967,72.9305104833847,Industrial,Clear,10,34,False,False,False,Power Outage,Medium,,,,4752,22,73,Public Alert,17,53,0.49,0,0.88,0.44
EP_2524,2024-11-18 00:00:00,Monday,11,18.96049021736502,72.79585588723644,Commercial,Heavy Rain,54,34,True,False,False,Traffic Congestion,Medium,Heavy Rain,Festival Crowd,,4735,38,12,Water Pump Deployment,5,28,0.69,0,0.4,0.44
EP_2525,2025-01-26 18:00:00,Sunday,1,19.11837471611635,72.84885268032227,Commercial,Light Rain,7,33,False,False,True,Traffic Congestion,Low,,,,363,90,29,Water Pump Deployment,39,26,0.93,0,0.37,0.87
EP_2526,2025-09-23 20:00:00,Tuesday,9,18.976546344701244,72.8161978133377,Hospital Zone,Cloudy,0,25,False,False,True,Traffic Congestion,Low,,,,3621,106,45,Public Alert,6,263,0.94,0,0.39,0.88
EP_2527,2025-06-12 10:00:00,Thursday,6,19.18731902672373,72.87130703846861,Transit Hub,Clear,20,33,False,False,True,Traffic Congestion,Medium,,,,4047,26,70,Traffic Diversion,45,18,0.99,0,0.85,0.58
EP_2528,2025-02-10 23:00:00,Monday,2,19.047331105476697,72.81789319930283,Transit Hub,Light Rain,7,23,False,False,False,Fire Incident,Low,,,,4807,83,73,Emergency Crew Dispatch,29,74,0.66,0,0.63,0.73
EP_2529,2025-11-14 08:00:00,Friday,11,19.17236924778873,72.9850727188657,School Zone,Clear,10,25,True,False,True,Traffic Congestion,Low,Festival Crowd,,,1335,49,90,Emergency Crew Dispatch,17,136,0.86,0,0.46,0.97
EP_2530,2024-10-15 09:00:00,Tuesday,10,18.97764419473082,72.77157281355267,Hospital Zone,Cloudy,20,34,False,False,True,Traffic Congestion,Low,,,,696,82,82,Additional Personnel,49,94,0.8,0,0.99,0.64
EP_2531,2024-07-05 07:00:00,Friday,7,19.070121098692535,72.88852576941449,Hospital Zone,Clear,13,29,False,True,False,Traffic Congestion,Low,Road Construction,,,4715,15,24,Public Alert,19,79,0.81,0,0.33,0.99
EP_2532,2024-01-18 12:00:00,Thursday,1,19.027519633569245,72.94261920630643,Residential,Clear,16,31,False,False,False,Flooding,High,,,,3760,89,24,Emergency Crew Dispatch,19,38,0.92,0,0.32,0.57
EP_2533,2024-04-13 17:00:00,Saturday,4,19.061720452654797,72.84084604899613,Hospital Zone,Clear,14,25,False,False,True,Traffic Congestion,Low,,,,1334,32,37,Traffic Diversion,27,188,0.89,0,0.76,0.54
EP_2534,2024-05-30 10:00:00,Thursday,5,18.9777351515257,72.79012283535133,Industrial,Cloudy,14,32,False,False,True,Traffic Congestion,Medium,,,,4011,13,37,Water Pump Deployment,32,266,0.96,0,0.92,0.72
EP_2535,2024-02-08 14:00:00,Thursday,2,19.072237458329496,72.93874844913718,Industrial,Light Rain,20,38,False,False,False,Road Damage,Medium,,,,2092,91,71,Traffic Diversion,45,149,0.79,0,0.88,0.78
EP_2536,2024-05-29 21:00:00,Wednesday,5,19.11930302090262,72.93458866777999,Industrial,Heavy Rain,108,22,False,False,False,Flooding,High,Heavy Rain,,,3293,104,53,Additional Personnel,13,36,0.58,0,0.43,0.78
EP_2537,2024-04-22 16:00:00,Monday,4,19.018054092141334,72.82196539066662,Commercial,Cloudy,10,32,False,False,False,Fire Incident,Low,,,,2273,75,64,Traffic Diversion,24,179,0.51,0,0.39,0.75
EP_2538,2024-08-12 02:00:00,Monday,8,19.16215341856799,72.85186202267161,Hospital Zone,Cloudy,1,24,False,True,False,Traffic Congestion,High,Road Construction,,,4113,97,26,No Action,18,82,0.47,0,0.96,0.48
EP_2539,2025-06-27 08:00:00,Friday,6,19.149306568575472,72.94387701488277,Residential,Clear,5,24,False,False,True,Traffic Congestion,Medium,,,,2772,116,59,Additional Personnel,25,279,0.94,0,0.79,0.99
EP_2540,2024-09-05 07:00:00,Thursday,9,19.03450280664047,72.99392507805437,Hospital Zone,Light Rain,13,29,False,False,False,EMS Delay,High,,,,4973,89,79,Additional Personnel,49,129,0.82,0,0.99,0.48
EP_2541,2025-07-08 00:00:00,Tuesday,7,19.122200354018947,72.76113826360383,Commercial,Light Rain,0,32,False,False,False,Power Outage,Low,,,,4222,42,39,Public Alert,35,195,0.78,0,0.46,0.4
EP_2542,2024-08-24 15:00:00,Saturday,8,19.08140997597959,72.90547182531566,Commercial,Light Rain,13,32,False,False,False,Road Damage,Low,,,,3230,51,43,Water Pump Deployment,37,280,0.79,0,0.84,0.58
EP_2543,2025-02-25 01:00:00,Tuesday,2,19.150655930396535,72.97954803196265,Market Area,Clear,0,21,False,False,False,Flooding,High,,,,4841,112,60,Water Pump Deployment,5,35,0.76,0,0.85,0.55
EP_2544,2025-04-27 04:00:00,Sunday,4,18.97170704550143,72.8175814964903,Residential,Clear,16,32,False,True,False,Traffic Congestion,Low,Road Construction,,,1797,101,19,Emergency Crew Dispatch,49,289,0.88,0,0.32,0.8
EP_2545,2024-11-15 04:00:00,Friday,11,19.09302156645856,72.85853194810997,Industrial,Cloudy,18,37,False,True,False,Traffic Congestion,Medium,Road Construction,,,3106,51,67,No Action,46,290,0.42,0,0.62,0.81
EP_2546,2025-03-29 12:00:00,Saturday,3,19.175259993442538,72.82838660744223,School Zone,Clear,6,37,False,False,False,EMS Delay,Low,,,,3032,30,81,Traffic Diversion,18,76,0.53,0,0.57,0.55
EP_2547,2025-11-18 13:00:00,Tuesday,11,19.07546363859556,72.98074181308931,Residential,Cloudy,13,25,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,458,52,79,Public Alert,47,122,0.44,0,0.43,0.93
EP_2548,2024-12-08 01:00:00,Sunday,12,19.17362856379519,72.91859231622338,Hospital Zone,Heavy Rain,139,35,False,False,False,Flooding,Low,Heavy Rain,,,210,83,32,No Action,30,94,0.41,0,0.43,0.82
EP_2549,2025-02-01 15:00:00,Saturday,2,19.146435071285875,72.9279877108415,Commercial,Heavy Rain,97,28,False,False,False,Flooding,Low,Heavy Rain,,,4613,15,78,Emergency Crew Dispatch,31,178,0.83,0,0.45,0.5
EP_2550,2024-11-17 05:00:00,Sunday,11,19.1735081881409,72.92781231872257,Industrial,Clear,15,34,False,False,False,Crowd Overflow,High,,,,196,43,74,Road Closure,26,176,0.7,0,0.93,0.74
EP_2551,2025-07-07 20:00:00,Monday,7,19.0014204749279,72.767108480082,School Zone,Cloudy,18,34,False,True,True,Traffic Congestion,Low,Road Construction,,,4539,56,55,Traffic Diversion,50,195,0.4,0,0.74,0.47
EP_2552,2024-02-15 13:00:00,Thursday,2,19.151819220243908,72.86046235617304,School Zone,Cloudy,1,33,False,False,False,Crowd Overflow,Low,,,,472,92,66,Traffic Diversion,43,194,0.53,0,0.63,0.59
EP_2553,2025-12-09 19:00:00,Tuesday,12,18.995612272680162,72.77278436536585,Residential,Cloudy,9,32,False,False,True,Traffic Congestion,Low,,,,3703,113,12,No Action,19,262,1.0,0,0.52,0.99
EP_2554,2024-11-18 03:00:00,Monday,11,19.164695478414753,72.89387191941707,Industrial,Light Rain,3,31,False,False,False,Traffic Congestion,Low,,,,3103,38,33,Traffic Diversion,19,234,0.65,0,0.93,0.46
EP_2555,2024-03-14 21:00:00,Thursday,3,19.123775636170215,72.79275694135644,Market Area,Heavy Rain,71,26,True,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,Festival Crowd,3448,98,32,Public Alert,12,284,0.68,0,0.78,0.83
EP_2556,2024-02-27 09:00:00,Tuesday,2,18.998088106853935,72.80188381196176,Hospital Zone,Clear,11,25,False,False,True,Traffic Congestion,Medium,,,,3405,63,55,Traffic Diversion,43,222,0.51,0,0.52,0.99
EP_2557,2025-04-01 06:00:00,Tuesday,4,19.08006069915791,72.93521902594482,Industrial,Cloudy,17,29,False,True,False,Traffic Congestion,Low,Road Construction,,,4388,118,16,Emergency Crew Dispatch,8,290,0.88,0,0.88,0.52
EP_2558,2025-08-26 12:00:00,Tuesday,8,19.048778799401113,72.84894242877498,School Zone,Clear,9,24,False,True,False,Traffic Congestion,Low,Road Construction,,,1335,43,82,Road Closure,15,187,0.87,0,0.7,0.73
EP_2559,2024-09-05 06:00:00,Thursday,9,19.157292989474154,72.94915099999562,Transit Hub,Cloudy,16,31,False,False,False,Water Leakage,Low,,,,987,99,27,Emergency Crew Dispatch,17,37,0.96,0,0.55,0.54
EP_2560,2025-12-28 05:00:00,Sunday,12,19.06848945781112,72.86471966402428,School Zone,Heavy Rain,55,27,False,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,,1745,70,6,Additional Personnel,13,88,0.72,0,0.8,0.63
EP_2561,2025-01-07 11:00:00,Tuesday,1,19.075383153460233,72.86428745591705,Industrial,Clear,2,21,False,True,False,Traffic Congestion,High,Road Construction,,,3385,59,52,No Action,38,238,0.52,0,0.43,0.97
EP_2562,2025-03-25 09:00:00,Tuesday,3,19.099081168779573,72.95818149079761,Hospital Zone,Clear,6,36,True,False,True,Traffic Congestion,High,Festival Crowd,,,4245,56,23,No Action,20,23,0.81,0,0.31,0.95
EP_2563,2024-10-24 01:00:00,Thursday,10,19.083375447491544,72.79229594788994,Market Area,Cloudy,12,30,False,False,False,Crowd Overflow,Low,,,,4953,14,55,Road Closure,39,102,0.51,0,0.49,0.83
EP_2564,2024-03-21 03:00:00,Thursday,3,19.142422058420216,72.89278797401575,Residential,Heavy Rain,86,29,False,False,False,Flooding,Low,Heavy Rain,,,4002,73,62,Traffic Diversion,4,266,0.8,0,0.73,0.81
EP_2565,2025-04-07 06:00:00,Monday,4,18.98261105149872,72.81199680948103,School Zone,Clear,20,27,False,False,False,Accident,Low,High Traffic Volume,,,4467,54,19,Traffic Diversion,47,277,0.84,0,0.89,0.98
EP_2566,2025-08-01 08:00:00,Friday,8,18.990930283018276,72.7961768350417,Residential,Cloudy,7,38,False,False,True,Traffic Congestion,Low,,,,3823,91,79,Emergency Crew Dispatch,43,273,0.79,0,0.92,0.61
EP_2567,2025-11-01 04:00:00,Saturday,11,19.15283868106094,72.75948417437161,Industrial,Cloudy,3,23,False,False,False,Power Outage,Low,,,,4666,47,70,Traffic Diversion,47,166,0.41,0,0.58,0.47
